ID,Colegio,Curso,Grupo,Sexo,prosocial,crttotal
5218,10,1,C,Female,0.67,2
5220,10,1,C,Male,0.33,2
5221,10,1,C,Female,0.67,1
5222,10,1,C,Female,0.0,1
5223,10,1,C,Male,0.0,1
5224,10,1,C,Male,1.0,1
5225,10,1,C,Female,0.33,2
5229,10,1,D,Female,0.67,1
5231,10,1,D,Male,1.0,2
5232,10,1,D,Male,1.0,0
5233,10,1,D,Female,1.0,1
5234,10,1,D,Male,0.67,2
5235,10,1,D,Male,0.67,2
5236,10,1,D,Female,1.0,1
5237,10,1,D,Female,0.33,2
5238,10,1,D,Female,0.67,2
5239,10,1,D,Female,0.67,0
5240,10,1,D,Female,0.67,1
5241,10,1,D,Male,1.0,2
5242,10,1,D,Female,0.67,1
5243,10,1,D,Female,0.67,2
5245,10,1,D,Male,0.67,2
5246,10,1,D,Female,1.0,1
5248,10,1,D,Male,0.33,2
5249,10,1,D,Male,0.67,1
5253,10,1,D,Female,0.0,2
5254,10,1,D,Male,0.33,1
5257,10,1,D,Female,0.33,1
5258,10,1,D,Female,0.0,1
5259,10,2,A,Female,0.67,0
5260,10,2,A,Female,0.33,0
5262,10,2,A,Male,0.67,2
5263,10,2,A,Male,0.0,3
5264,10,2,A,Female,0.67,2
5265,10,2,A,Male,0.67,1
5266,10,2,A,Female,0.33,2
5267,10,2,A,Male,1.0,1
5269,10,2,A,Male,1.0,1
5270,10,2,A,Female,0.67,2
5271,10,2,A,Male,0.67,2
5272,10,2,A,Male,0.67,2
5273,10,2,A,Female,0.67,1
5274,10,2,A,Female,0.67,2
5275,10,2,A,Male,0.33,2
5277,10,2,A,Male,0.67,1
5278,10,2,A,Male,1.0,1
5280,10,2,A,Female,0.67,1
5281,10,2,A,Female,0.0,1
5282,10,2,A,Female,0.67,2
5283,10,2,A,Female,0.67,2
5284,10,2,A,Female,0.67,1
5285,10,2,A,Female,0.67,0
5286,10,2,A,Male,0.67,0
5287,10,2,A,Male,1.0,2
5288,10,2,A,Female,1.0,2
5289,10,2,B,Female,0.33,2
5290,10,2,B,Male,0.67,2
5291,10,2,B,Female,1.0,2
5292,10,2,B,Male,0.67,1
5293,10,2,B,Male,1.0,1
5295,10,2,B,Male,0.67,2
5296,10,2,B,Female,0.33,2
5297,10,2,B,Female,0.33,2
5298,10,2,B,Male,0.0,0
5301,10,2,B,Male,0.67,1
5302,10,2,B,Male,0.67,1
5303,10,2,B,Female,0.67,1
5304,10,2,B,Female,0.67,2
5305,10,2,B,Male,0.33,2
5306,10,2,B,Male,0.67,2
5307,10,2,B,Male,0.67,1
5308,10,2,B,Female,0.67,1
5309,10,2,B,Male,0.33,2
5310,10,2,B,Male,1.0,2
5311,10,2,B,Female,1.0,1
5313,10,2,B,Male,0.67,0
5314,10,2,B,Male,0.0,2
5315,10,2,B,Male,0.67,1
5316,10,2,C,Female,0.67,2
5317,10,2,C,Female,1.0,2
5318,10,2,C,Female,1.0,2
5320,10,2,C,Female,1.0,2
5321,10,2,C,Female,0.67,2
5322,10,2,C,Female,0.67,1
5323,10,2,C,Female,0.67,1
5324,10,2,C,Male,1.0,1
5325,10,2,C,Female,0.33,2
5326,10,2,C,Male,0.0,0
5327,10,2,C,Male,0.33,0
5328,10,2,C,Male,0.67,1
5329,10,2,C,Female,0.67,1
5330,10,2,C,Female,1.0,1
5331,10,2,C,Female,0.67,1
5332,10,2,C,Female,0.67,1
5333,10,2,C,Male,0.0,0
5334,10,2,C,Female,1.0,1
5335,10,2,C,Female,0.67,3
5336,10,2,C,Female,1.0,2
5337,10,2,C,Male,0.67,0
5338,10,2,C,Male,0.67,2
5339,10,2,C,Male,1.0,2
5340,10,2,C,Female,0.67,2
5341,10,2,C,Female,0.67,1
5342,10,2,C,Male,0.0,2
5343,10,2,C,Male,0.67,2
5344,10,2,C,Male,1.0,3
5346,10,2,D,Male,0.67,2
5347,10,2,D,Female,0.67,1
5348,10,2,D,Female,0.67,2
5349,10,2,D,Male,0.67,2
5352,10,2,D,Male,1.0,0
5353,10,2,D,Male,0.67,1
5354,10,2,D,Female,1.0,2
5355,10,2,D,Female,1.0,2
5356,10,2,D,Female,0.0,1
5357,10,2,D,Female,0.33,1
5358,10,2,D,Male,0.33,1
5359,10,2,D,Male,0.67,0
5360,10,2,D,Female,0.33,2
5361,10,2,D,Male,0.67,2
5362,10,2,D,Male,0.33,2
5363,10,2,D,Female,1.0,1
5364,10,2,D,Female,1.0,1
5366,10,2,D,Male,0.67,0
5367,10,2,D,Female,0.67,2
5368,10,2,D,Male,0.67,1
5370,10,2,D,Male,0.33,0
5372,10,3,A,Male,0.67,2
5374,10,3,A,Male,0.67,2
5376,10,3,A,Male,1.0,1
5377,10,3,A,Female,0.67,1
5378,10,3,A,Female,0.67,2
5379,10,3,A,Male,0.67,2
5380,10,3,A,Male,1.0,0
5381,10,3,A,Female,0.0,0
5382,10,3,A,Female,0.67,1
5383,10,3,A,Male,0.67,2
5385,10,3,A,Male,0.67,1
5386,10,3,A,Male,1.0,0
5387,10,3,A,Male,1.0,1
5388,10,3,A,Male,0.67,2
5390,10,3,A,Female,0.67,1
5391,10,3,A,Female,0.67,2
5392,10,3,A,Female,0.33,3
5393,10,3,A,Male,1.0,2
5394,10,3,A,Female,0.0,2
5395,10,3,A,Male,0.33,1
5396,10,3,A,Female,0.67,0
5397,10,3,A,Male,0.67,2
5399,10,3,A,Male,0.0,1
5401,10,3,B,Male,0.33,3
5402,10,3,B,Male,0.67,2
5403,10,3,B,Female,0.67,1
5404,10,3,B,Male,0.67,2
5405,10,3,B,Female,0.67,2
5406,10,3,B,Male,0.33,1
5407,10,3,B,Male,0.67,2
5409,10,3,B,Male,0.67,2
5410,10,3,B,Female,0.67,1
5411,10,3,B,Male,1.0,3
5412,10,3,B,Male,0.67,2
5413,10,3,B,Female,0.33,2
5414,10,3,B,Male,0.67,1
5415,10,3,B,Female,0.67,1
5416,10,3,B,Female,0.67,2
5417,10,3,B,Female,0.33,1
5418,10,3,B,Female,0.33,1
5419,10,3,B,Male,1.0,3
5423,10,3,B,Male,0.33,3
5426,10,3,B,Male,1.0,2
5428,10,3,B,Male,0.33,3
5429,10,3,B,Male,1.0,2
5430,10,3,C,Male,0.67,0
5431,10,3,C,Female,0.0,1
5432,10,3,C,Male,1.0,2
5433,10,3,C,Male,0.67,2
5434,10,3,C,Male,0.67,2
5435,10,3,C,Male,0.33,3
5437,10,3,C,Female,0.0,2
5438,10,3,C,Male,0.67,2
5440,10,3,C,Male,0.67,2
5441,10,3,C,Female,0.0,2
5442,10,3,C,Female,0.33,2
5443,10,3,C,Male,0.67,3
5444,10,3,C,Female,0.33,2
5445,10,3,C,Female,1.0,3
5446,10,3,C,Female,0.67,2
5448,10,3,C,Female,0.33,2
5449,10,3,C,Female,0.33,2
5450,10,3,C,Male,0.67,1
5451,10,3,C,Male,1.0,3
5452,10,3,C,Female,0.33,2
5453,10,3,C,Female,0.33,2
5454,10,3,C,Female,1.0,1
5455,10,3,C,Male,1.0,0
5456,10,3,C,Female,1.0,2
5457,10,3,C,Male,0.67,2
5458,10,3,C,Male,0.67,2
5459,10,3,C,Male,1.0,2
5460,10,3,D,Male,0.33,2
5462,10,3,D,Female,0.67,2
5463,10,3,D,Female,0.67,2
5464,10,3,D,Female,0.33,1
5465,10,3,D,Female,0.33,1
5466,10,3,D,Male,1.0,2
5467,10,3,D,Male,0.67,2
5468,10,3,D,Male,0.33,2
5469,10,3,D,Male,1.0,2
5470,10,3,D,Male,0.67,1
5471,10,3,D,Female,0.67,1
5472,10,3,D,Female,0.67,2
5473,10,3,D,Female,0.67,2
5474,10,3,D,Male,0.67,2
5475,10,3,D,Female,0.67,2
5476,10,3,D,Male,1.0,2
5477,10,3,D,Male,0.67,2
5478,10,3,D,Female,0.33,0
5479,10,3,D,Female,0.67,2
5480,10,3,D,Female,0.33,2
5481,10,3,D,Male,0.33,2
5482,10,3,D,Male,0.67,2
5483,10,3,D,Female,0.67,2
5484,10,3,D,Male,1.0,2
5485,10,3,D,Male,0.33,1
5486,10,3,D,Female,0.67,2
5487,10,3,D,Male,0.67,2
5488,10,4,A,Female,0.67,3
5489,10,4,A,Male,1.0,3
5490,10,4,A,Female,1.0,2
5491,10,4,A,Female,0.67,2
5492,10,4,A,Male,0.0,1
5493,10,4,A,Male,0.33,3
5494,10,4,A,Male,0.67,1
5496,10,4,A,Female,0.67,2
5498,10,4,A,Male,0.67,1
5499,10,4,A,Male,0.67,3
5500,10,4,A,Male,1.0,2
5501,10,4,A,Female,1.0,2
5502,10,4,A,Female,0.67,1
5503,10,4,A,Female,0.67,2
5504,10,4,A,Male,0.67,1
5505,10,4,A,Female,0.0,1
5506,10,4,A,Male,0.67,2
5509,10,4,A,Female,0.67,1
5511,10,4,A,Female,0.33,2
5512,10,4,A,Male,0.67,2
5513,10,4,A,Male,0.67,2
5514,10,4,A,Female,0.0,0
5515,10,4,A,Female,1.0,3
5517,10,4,B,Female,1.0,2
5518,10,4,B,Male,1.0,2
5519,10,4,B,Male,0.33,2
5520,10,4,B,Male,0.67,3
5521,10,4,B,Male,0.67,2
5523,10,4,B,Female,0.0,0
5524,10,4,B,Male,0.67,1
5526,10,4,B,Male,0.67,3
5529,10,4,B,Male,0.67,1
5530,10,4,B,Female,1.0,2
5531,10,4,B,Male,0.33,3
5532,10,4,B,Male,0.67,1
5533,10,4,B,Female,0.0,0
5534,10,4,B,Female,0.67,2
5535,10,4,B,Female,0.67,2
5536,10,4,B,Male,1.0,1
5537,10,4,B,Male,0.67,1
5538,10,4,B,Male,0.67,0
5539,10,4,B,Male,0.67,1
5540,10,4,B,Male,1.0,2
5541,10,4,B,Male,0.67,2
5542,10,4,B,Male,0.67,2
5543,10,4,C,Female,0.67,2
5544,10,4,C,Male,0.67,0
5545,10,4,C,Female,0.33,3
5546,10,4,C,Female,0.0,2
5548,10,4,C,Female,0.67,2
5549,10,4,C,Male,0.67,1
5550,10,4,C,Female,0.67,2
5551,10,4,C,Female,0.67,2
5552,10,4,C,Female,0.33,3
5553,10,4,C,Female,1.0,1
5554,10,4,C,Female,0.67,2
5555,10,4,C,Female,0.67,2
5556,10,4,C,Female,0.67,2
5557,10,4,C,Female,0.33,2
5559,10,4,C,Female,0.67,0
5560,10,4,C,Male,0.67,1
5561,10,4,C,Female,0.33,1
5562,10,4,C,Female,1.0,3
5563,10,4,C,Male,1.0,3
5566,10,4,C,Female,0.67,2
5567,10,4,C,Male,0.67,2
5570,10,4,D,Female,0.67,2
5571,10,4,D,Male,0.67,2
5572,10,4,D,Female,0.33,2
5573,10,4,D,Male,1.0,2
5574,10,4,D,Male,0.67,1
5575,10,4,D,Male,1.0,2
5576,10,4,D,Male,0.0,3
5577,10,4,D,Male,0.33,2
5578,10,4,D,Male,0.0,1
5579,10,4,D,Female,0.67,1
5581,10,4,D,Female,0.0,1
5582,10,4,D,Male,0.0,2
5583,10,4,D,Male,0.67,2
5584,10,4,D,Male,0.67,2
5585,10,4,D,Female,0.67,2
5586,10,4,D,Female,0.67,2
5587,10,4,D,Male,0.33,2
5588,10,4,D,Male,0.67,1
5589,10,4,D,Female,1.0,2
5590,10,4,D,Male,0.67,2
5591,10,4,D,Female,0.67,0
5592,10,4,D,Male,0.67,3
5593,10,4,D,Male,0.0,2
5594,10,4,D,Male,0.67,2
5595,10,4,D,Female,0.33,0
5596,10,4,D,Female,0.67,1
5597,10,4,D,Male,0.67,3
5598,10,4,D,Male,0.67,1
5599,10,4,D,Male,0.67,2
