ID,Colegio,Curso,Grupo,Sexo,prosocial,crttotal
5767,9,3,A,Female,0.0,2
5768,9,3,A,Male,0.67,2
5769,9,3,A,Male,0.0,2
5770,9,3,A,Male,0.67,2
5771,9,3,A,Male,0.67,1
5773,9,3,A,Male,0.33,2
5774,9,3,A,Female,0.67,2
5775,9,3,A,Male,0.67,2
5777,9,3,A,Female,0.33,1
5778,9,3,A,Male,1.0,2
5779,9,3,A,Male,0.67,1
5780,9,3,A,Female,0.67,1
5781,9,3,A,Female,0.67,2
5783,9,3,B,Female,0.0,1
5785,9,3,B,Male,0.67,0
5786,9,3,B,Male,0.67,1
5787,9,3,B,Female,0.67,2
5788,9,3,B,Male,0.0,0
5790,9,3,B,Male,0.67,1
5792,9,3,B,Male,0.67,1
5793,9,3,B,Female,0.67,3
5795,9,3,B,Male,1.0,2
5796,9,3,B,Male,0.67,3
5797,9,3,B,Male,1.0,3
5799,9,3,B,Female,0.67,2
5800,9,3,B,Female,0.67,2
5802,9,3,B,Male,1.0,2
5804,9,3,C,Female,0.67,3
5805,9,3,C,Female,0.67,2
5807,9,3,C,Female,0.67,2
5809,9,3,C,Male,1.0,2
5812,9,3,C,Male,0.33,2
5813,9,3,C,Male,0.0,2
5814,9,3,C,Female,0.0,0
5816,9,3,C,Male,0.67,3
5817,9,3,C,Female,0.67,2
5819,9,3,C,Female,0.0,2
5821,9,3,C,Female,0.0,2
5823,9,3,C,Female,0.67,2
5825,9,3,C,Male,0.33,2
5827,9,3,C,Female,0.67,2
5828,9,3,C,Female,0.67,2
5833,9,3,D,Male,1.0,2
5834,9,3,D,Female,0.67,2
5835,9,3,D,Male,0.67,1
5836,9,3,D,Male,0.33,0
5838,9,3,D,Female,0.67,1
5839,9,3,D,Female,0.33,2
5840,9,3,D,Male,0.33,2
5842,9,3,D,Female,0.67,2
5843,9,3,D,Female,0.67,1
5846,9,3,D,2.0,1.0,1
5847,9,3,D,Female,0.67,2
5849,9,3,D,Female,1.0,2
5852,9,3,D,Male,1.0,2
5853,9,3,E,Female,0.33,1
5854,9,3,E,Female,1.0,2
5856,9,3,E,Male,0.67,1
5857,9,3,E,Female,0.67,0
5859,9,3,E,Female,0.0,2
5860,9,3,E,Female,0.67,1
5862,9,3,E,Male,1.0,1
5863,9,3,E,Female,0.67,2
5864,9,3,E,Female,0.67,1
5865,9,3,E,Female,1.0,2
5866,9,3,E,Female,0.33,1
5869,9,3,E,Female,0.67,1
5872,9,3,E,Female,0.33,1
5873,9,3,E,Female,0.67,1
5874,9,3,E,Male,0.0,0
5875,9,3,E,Male,0.67,2
5876,9,3,E,Female,0.67,0
5877,9,4,A,Female,0.67,2
5878,9,4,A,Female,0.67,1
5879,9,4,A,Male,0.67,3
5880,9,4,A,Male,1.0,2
5881,9,4,A,Male,0.67,2
5882,9,4,A,Male,0.67,2
5883,9,4,A,Male,0.67,2
5884,9,4,A,Male,1.0,2
5885,9,4,A,Female,0.67,2
5886,9,4,A,Female,0.0,2
5888,9,4,A,Male,0.33,1
5889,9,4,A,Male,1.0,2
5890,9,4,A,Female,0.67,2
5891,9,4,A,Female,1.0,2
5894,9,4,A,Male,0.67,2
5895,9,4,A,Male,0.67,3
5899,9,4,A,Male,1.0,2
5900,9,4,A,Male,0.67,2
5901,9,4,A,Female,0.67,2
5902,9,4,A,Female,0.67,2
5903,9,4,A,Male,1.0,1
5904,9,4,A,Male,1.0,2
5907,9,4,B,Male,0.33,2
5908,9,4,B,Male,0.33,2
5910,9,4,B,Female,0.67,2
5912,9,4,B,Male,0.67,2
5913,9,4,B,Male,0.67,1
5914,9,4,B,Male,0.33,2
5915,9,4,B,Male,1.0,2
5916,9,4,B,Male,1.0,3
5917,9,4,B,Female,1.0,3
5918,9,4,B,Female,1.0,2
5920,9,4,B,Male,0.67,2
5921,9,4,B,Male,0.67,2
5922,9,4,B,Male,0.67,2
5923,9,4,B,Male,1.0,2
5924,9,4,B,Female,0.67,2
5925,9,4,B,Male,1.0,2
5926,9,4,B,Female,0.67,2
5927,9,4,B,Male,0.67,2
5928,9,4,B,Male,0.67,1
5931,9,4,B,Female,0.33,2
5932,9,4,B,Female,0.67,2
5934,9,4,B,Female,0.33,1
5935,9,4,C,Female,0.67,0
5936,9,4,C,Female,0.67,1
5938,9,4,C,Female,0.67,1
5939,9,4,C,Female,0.67,2
5940,9,4,C,Female,0.67,1
5941,9,4,C,Female,0.67,2
5942,9,4,C,Female,0.67,1
5943,9,4,C,Female,0.67,2
5944,9,4,C,Male,1.0,2
5945,9,4,C,Male,0.33,1
5946,9,4,C,Female,0.67,0
5947,9,4,C,Female,0.67,2
5949,9,4,C,Female,0.67,2
5951,9,4,C,Male,0.67,2
5952,9,4,C,Female,0.67,2
5953,9,4,C,Male,0.0,3
5954,9,4,C,99.0,0.67,1
5955,9,4,C,Female,0.67,2
5956,9,4,C,Female,0.67,2
5957,9,4,C,Male,0.33,2
5958,9,4,C,Male,1.0,1
5959,9,4,C,Female,1.0,1
5960,9,4,C,Male,0.67,3
5961,9,4,C,Male,0.67,2
5962,9,4,C,Male,0.67,1
5964,9,4,D,Male,0.67,2
5966,9,4,D,Male,1.0,1
5967,9,4,D,Male,1.0,0
5971,9,4,D,Female,1.0,2
5972,9,4,D,Male,1.0,1
5975,9,4,D,Male,1.0,2
5976,9,4,D,Female,0.33,1
5979,9,4,D,Male,0.67,2
5982,9,4,D,Male,0.33,2
5985,9,4,D,Female,0.33,2
5986,9,4,D,Female,0.67,1
5987,9,4,D,Female,0.33,1
5990,9,4,D,Male,0.33,1
5991,9,4,D,Female,0.67,1
