ID,Colegio,Curso,Grupo,Sexo,prosocial,crttotal
3318,5,2,A,Male,0.67,3
3319,5,2,A,Male,0.67,2
3320,5,2,A,Female,0.67,2
3321,5,2,A,Female,0.67,0
3322,5,2,A,Female,0.67,2
3323,5,2,A,Male,0.67,2
3324,5,2,A,Male,1.0,2
3325,5,2,A,Female,0.67,2
3326,5,2,A,Female,0.67,2
3327,5,2,A,Female,0.67,1
3328,5,2,A,Female,0.67,2
3329,5,2,A,Female,1.0,2
3330,5,2,A,Male,0.67,3
3332,5,2,A,Male,1.0,2
3333,5,2,A,Female,0.67,0
3334,5,2,A,Male,1.0,1
3335,5,2,A,Male,0.67,1
3336,5,2,B,Male,0.67,0
3337,5,2,B,Female,0.33,2
3338,5,2,B,Male,0.67,1
3341,5,2,B,Male,0.67,0
3342,5,2,B,Female,0.67,2
3343,5,2,B,Female,1.0,1
3344,5,2,B,Male,0.0,0
3345,5,2,B,Female,0.67,1
3346,5,2,B,Female,1.0,2
3347,5,2,B,Male,1.0,2
3348,5,2,B,Female,0.67,2
3349,5,2,B,Male,0.33,0
3350,5,2,B,Female,0.33,1
3351,5,2,B,Female,0.33,0
3352,5,2,B,Male,0.67,2
3353,5,2,B,Female,0.67,1
3355,5,2,B,Female,0.67,2
3356,5,2,B,Male,0.67,2
3357,5,2,B,Female,0.67,1
3358,5,2,B,Female,1.0,2
3359,5,2,B,Female,0.67,2
3360,5,2,B,Female,1.0,0
3362,5,2,B,Female,0.67,2
3363,5,2,B,Female,0.67,2
3364,5,2,B,Female,0.67,2
3365,5,2,B,Female,0.67,1
3366,5,2,B,Female,1.0,1
3367,5,2,B,Female,0.33,2
3368,5,2,B,Male,1.0,0
3369,5,2,B,Female,1.0,2
3372,5,3,A,Female,1.0,2
3373,5,3,A,Female,1.0,2
3374,5,3,A,Male,0.67,1
3375,5,3,A,Male,0.67,3
3376,5,3,A,Male,1.0,1
3377,5,3,A,Male,0.67,2
3378,5,3,A,Female,1.0,2
3379,5,3,A,Male,0.67,3
3380,5,3,A,Female,0.33,2
3382,5,3,A,Male,1.0,2
3383,5,3,A,Female,0.67,3
3384,5,3,A,Female,0.67,2
3385,5,3,A,Male,0.33,1
3387,5,3,A,Male,0.67,2
3388,5,3,A,Female,0.33,2
3389,5,3,A,Male,1.0,2
3390,5,3,A,Male,0.67,2
3391,5,3,A,Male,0.67,2
3392,5,3,A,Male,1.0,2
3393,5,3,A,Female,0.33,2
3394,5,3,A,Male,1.0,2
3395,5,3,A,Male,0.67,2
3396,5,3,A,Female,0.33,2
3397,5,3,A,Female,0.33,2
3398,5,3,A,Male,1.0,3
3399,5,3,A,Male,0.33,2
3401,5,3,A,Female,0.67,0
3402,5,3,B,Male,0.67,1
3403,5,3,B,Male,0.67,2
3404,5,3,B,Female,1.0,2
3405,5,3,B,Male,0.67,0
3406,5,3,B,Female,0.67,3
3407,5,3,B,Male,0.67,2
3408,5,3,B,Male,0.67,2
3409,5,3,B,Female,0.67,2
3410,5,3,B,Male,0.0,2
3412,5,3,B,Male,1.0,1
3413,5,3,B,Male,0.67,0
3414,5,3,B,Male,1.0,2
3415,5,3,B,Female,0.67,2
3416,5,3,B,Female,0.33,2
3417,5,3,B,Female,0.33,1
3418,5,3,B,Female,0.67,1
3419,5,3,B,Male,1.0,3
3420,5,3,B,Male,1.0,1
3421,5,3,B,Female,0.67,1
3422,5,3,B,Female,0.67,2
3423,5,3,B,Male,0.67,2
3424,5,3,B,Female,0.67,2
3425,5,3,B,Female,0.0,1
3426,5,3,B,Female,1.0,2
3427,5,3,B,Female,1.0,1
3428,5,3,B,Female,0.67,2
3429,5,3,B,Male,0.67,2
3430,5,3,B,Female,0.67,1
3431,5,3,B,Female,1.0,2
3432,5,4,A,Male,0.33,2
3433,5,4,A,Male,0.67,3
3435,5,4,A,Female,0.67,2
3436,5,4,A,Male,0.33,0
3437,5,4,A,Male,1.0,1
3438,5,4,A,Female,0.67,2
3439,5,4,A,Male,0.67,2
3440,5,4,A,Male,0.67,2
3441,5,4,A,Male,0.67,2
3442,5,4,A,Female,0.67,1
3443,5,4,A,Male,0.67,2
3444,5,4,A,Male,0.67,3
3445,5,4,A,Female,0.67,3
3446,5,4,A,Male,0.33,1
3447,5,4,A,Female,0.67,0
3448,5,4,A,Male,0.33,1
3449,5,4,A,Female,0.67,3
3450,5,4,A,Male,0.33,3
3451,5,4,A,Female,1.0,2
3452,5,4,A,Female,0.33,3
3453,5,4,A,Male,0.33,3
3454,5,4,A,Male,0.67,2
3455,5,4,A,Female,0.67,1
3456,5,4,A,Male,0.0,0
3457,5,4,A,Female,0.67,2
3459,5,4,A,Male,1.0,3
3460,5,4,A,Male,0.33,3
3461,5,4,A,Male,0.33,3
3462,5,4,B,Female,0.67,2
3463,5,4,B,Female,1.0,1
3465,5,4,B,Female,0.67,2
3466,5,4,B,Female,0.67,2
3467,5,4,B,Female,1.0,2
3468,5,4,B,Female,0.67,0
3469,5,4,B,Male,0.67,1
3470,5,4,B,Female,0.33,2
3471,5,4,B,Male,1.0,2
3472,5,4,B,Female,1.0,3
3473,5,4,B,Male,0.67,2
3474,5,4,B,Male,0.67,2
3475,5,4,B,Male,0.67,2
3476,5,4,B,Female,0.67,3
3477,5,4,B,Male,1.0,2
3478,5,4,B,Female,0.67,1
3479,5,4,B,Female,0.67,2
3480,5,4,B,Female,0.67,2
3481,5,4,B,Female,1.0,2
3482,5,4,B,Male,1.0,1
3483,5,4,B,Female,1.0,1
3484,5,4,B,Male,0.67,2
3485,5,4,B,Male,0.67,1
3486,5,4,B,Male,0.67,2
3487,5,4,B,Male,0.33,0
3488,5,4,B,Male,1.0,1
3489,5,4,B,Male,1.0,3
3490,5,4,B,Male,1.0,1
