ID,Colegio,Curso,Grupo,Sexo,prosocial,crttotal
4893,3,1,C,Female,0.67,1
4895,3,1,C,Male,1.0,2
4896,3,1,C,Female,1.0,2
4897,3,1,C,Male,1.0,1
4898,3,1,C,Female,1.0,2
4899,3,1,C,Male,0.0,1
4900,3,1,C,Male,0.0,1
4901,3,1,C,Male,1.0,2
4902,3,1,C,Male,0.67,2
4905,3,1,C,Male,1.0,1
4907,3,1,C,Male,1.0,3
4908,3,1,C,Male,0.0,1
4910,3,1,C,Male,0.67,2
4911,3,1,C,Female,0.33,2
4915,3,1,C,Male,0.67,2
4916,3,1,C,Male,0.0,0
4919,3,1,C,Male,0.33,1
5045,3,2,A,Female,1.0,0
5046,3,2,A,Female,0.67,2
5049,3,2,A,Female,0.67,2
5050,3,2,A,Female,0.67,3
5051,3,2,A,Female,0.67,1
5052,3,2,A,Female,0.0,2
5053,3,2,A,Female,0.67,1
5054,3,2,A,Female,0.33,2
5055,3,2,A,Female,0.67,0
5056,3,2,A,Male,0.67,2
5059,3,2,A,Male,0.33,2
5060,3,2,A,Female,0.33,2
5061,3,2,A,Male,0.67,2
5062,3,2,A,Male,0.33,2
5064,3,2,A,Female,0.67,0
5065,3,2,A,Male,0.67,1
5066,3,2,A,Male,1.0,1
5067,3,2,A,Male,1.0,0
5068,3,2,A,Male,0.67,1
5069,3,2,A,Female,0.67,3
5070,3,2,A,Female,1.0,2
5071,3,2,A,Female,0.67,2
5072,3,2,A,Female,0.33,2
5073,3,2,A,Female,0.67,0
5074,3,2,A,Female,0.33,2
5076,3,2,B,Male,0.67,3
5077,3,2,B,Male,0.33,2
5079,3,2,B,Male,0.67,1
5080,3,2,B,Female,1.0,2
5081,3,2,B,Male,1.0,2
5082,3,2,B,Female,0.67,2
5083,3,2,B,Male,1.0,3
5084,3,2,B,Male,0.67,2
5085,3,2,B,Female,0.33,2
5087,3,2,B,Male,0.67,2
5088,3,2,B,Female,0.0,2
5089,3,2,B,Female,0.67,1
5090,3,2,B,Female,0.67,2
5091,3,2,B,Male,0.67,0
5092,3,2,B,Male,0.67,2
5093,3,2,B,Female,0.67,1
5094,3,2,B,Female,0.67,1
5095,3,2,B,Female,0.67,2
5097,3,2,B,Female,1.0,2
5098,3,2,B,Female,0.0,1
5099,3,2,B,Male,0.67,1
5100,3,2,B,Female,0.67,2
5101,3,2,B,Male,1.0,1
5102,3,2,B,Female,0.67,2
5103,3,2,B,Male,0.67,2
5104,3,2,B,Male,0.33,2
5105,3,2,B,Male,0.67,2
5106,3,2,B,Male,0.67,2
5107,3,2,B,Male,0.67,1
5108,3,2,C,Female,0.67,2
5109,3,2,C,Male,0.67,2
5110,3,2,C,Male,0.67,2
5111,3,2,C,Male,0.67,2
5112,3,2,C,Male,1.0,2
5113,3,2,C,Female,0.0,2
5114,3,2,C,Female,0.67,2
5115,3,2,C,Male,0.67,1
5116,3,2,C,Female,0.33,2
5117,3,2,C,Female,0.67,0
5118,3,2,C,Male,1.0,2
5119,3,2,C,Female,0.67,1
5120,3,2,C,Female,0.67,1
5121,3,2,C,Female,1.0,2
5122,3,2,C,Male,1.0,1
5123,3,2,C,Female,0.67,2
5124,3,2,C,Female,0.33,2
5126,3,2,C,Male,0.67,1
5128,3,2,C,Male,0.67,2
5129,3,2,C,Female,0.67,2
5130,3,2,C,Female,1.0,2
5131,3,2,C,Male,1.0,3
5132,3,2,C,Female,0.67,2
5134,3,2,C,Male,1.0,2
5135,3,2,C,Male,0.67,2
5137,3,2,C,Female,0.67,2
5138,3,2,C,Female,0.67,2
5139,3,2,C,Male,0.67,2
5140,3,2,C,Female,1.0,1
