ID,Colegio,Curso,Grupo,Sexo,prosocial,crttotal
3567,1,1,C,Female,0.67,2
3568,1,1,C,Male,1.0,1
3569,1,1,C,Male,0.33,0
3570,1,1,C,Female,0.67,0
3571,1,1,C,Male,1.0,1
3573,1,1,C,Female,1.0,1
3574,1,1,C,Female,0.33,1
3575,1,1,C,Male,1.0,0
3576,1,1,C,Male,0.67,2
3577,1,1,C,Female,0.67,0
3578,1,1,C,Female,0.33,0
3579,1,1,C,Female,0.33,0
3580,1,1,C,Male,0.67,2
3582,1,1,C,Male,0.67,0
3583,1,1,C,Male,0.33,1
3584,1,1,C,Male,0.67,1
3585,1,1,D,Male,0.67,2
3586,1,1,D,Female,0.33,2
3587,1,1,D,Female,0.67,2
3588,1,1,D,Female,0.33,1
3589,1,1,D,Female,1.0,2
3590,1,1,D,Female,1.0,1
3591,1,1,D,Male,0.67,2
3592,1,1,D,Male,1.0,1
3593,1,1,D,Female,1.0,2
3595,1,1,D,Female,1.0,2
3596,1,1,D,Female,1.0,2
3601,1,1,D,Female,0.67,1
3603,1,1,D,Male,0.67,2
3606,1,1,D,Female,0.67,1
3607,1,1,D,Female,0.0,2
3609,1,1,D,Female,1.0,1
3611,1,1,D,Male,0.67,1
3613,1,1,E,Female,0.67,0
3615,1,1,E,Male,0.33,1
3617,1,1,E,Female,0.67,0
3618,1,1,E,Male,1.0,1
3621,1,1,E,Female,1.0,1
3623,1,1,E,Female,0.67,1
3624,1,1,E,Male,1.0,2
3625,1,1,E,Male,1.0,2
3626,1,1,E,Male,1.0,2
3627,1,1,E,Female,1.0,1
3629,1,1,E,Male,1.0,0
3632,1,1,E,Male,1.0,2
3634,1,1,E,Male,1.0,0
3635,1,1,E,Male,1.0,3
3636,1,1,E,Female,0.33,2
3637,1,1,E,Male,1.0,1
3638,1,1,E,Male,0.67,1
3639,1,1,E,Female,0.67,1
3640,1,1,E,Male,0.67,0
3641,1,1,E,Female,1.0,2
3643,1,2,A,Male,1.0,2
3644,1,2,A,Male,0.67,2
3645,1,2,A,Male,1.0,2
3649,1,2,A,Male,0.0,2
3650,1,2,A,Male,1.0,2
3651,1,2,A,Male,1.0,2
3652,1,2,A,Male,0.33,2
3654,1,2,A,Female,0.33,2
3656,1,2,A,Female,0.67,2
3657,1,2,A,Male,0.0,1
3660,1,2,A,Female,0.67,1
3661,1,2,A,Female,0.67,0
3662,1,2,A,Male,1.0,0
3663,1,2,A,Female,0.67,0
3664,1,2,A,Female,0.33,1
3665,1,2,A,Female,0.33,1
3666,1,2,A,Male,0.67,2
3668,1,2,A,Male,1.0,3
3669,1,2,A,Male,1.0,1
3670,1,2,A,Female,1.0,1
3671,1,2,A,Male,1.0,0
3672,1,2,B,Male,0.67,0
3673,1,2,B,Female,0.67,2
3674,1,2,B,Female,0.67,2
3676,1,2,B,Female,0.67,1
3677,1,2,B,Male,0.67,1
3678,1,2,B,Female,0.67,0
3679,1,2,B,Male,0.67,2
3681,1,2,B,Male,0.0,0
3682,1,2,B,Female,0.0,2
3683,1,2,B,Female,0.33,2
3684,1,2,B,Female,1.0,1
3685,1,2,B,Female,0.33,1
3686,1,2,B,Female,0.67,2
3687,1,2,B,Male,0.67,2
3688,1,2,B,Male,1.0,1
3689,1,2,B,Female,1.0,0
3690,1,2,B,Female,0.33,1
3691,1,2,B,Female,0.67,2
3692,1,2,B,Female,0.67,1
3693,1,2,B,Male,0.67,3
3696,1,2,B,Female,1.0,0
3697,1,2,B,Female,0.67,2
3698,1,2,B,Male,0.67,1
3699,1,2,B,Male,0.0,1
3700,1,2,C,Female,0.67,2
3701,1,2,C,Female,0.67,2
3702,1,2,C,Male,0.0,1
3703,1,2,C,Female,0.33,1
3704,1,2,C,Female,0.33,2
3705,1,2,C,Male,0.67,1
3706,1,2,C,Male,1.0,1
3707,1,2,C,Female,0.67,2
3708,1,2,C,Female,0.67,2
3709,1,2,C,Male,0.33,1
3710,1,2,C,Female,0.67,2
3711,1,2,C,Female,0.67,1
3712,1,2,C,Female,0.67,1
3713,1,2,C,Female,0.33,2
3714,1,2,C,Female,1.0,2
3715,1,2,C,Female,0.33,2
3716,1,2,C,Female,0.67,2
3717,1,2,C,Male,0.67,2
3718,1,2,C,Female,1.0,2
3719,1,2,C,Male,0.67,2
3720,1,2,C,Male,0.67,1
3721,1,2,C,Male,0.67,1
3722,1,2,C,Male,0.67,1
3723,1,2,C,Male,1.0,0
3724,1,2,C,Female,0.67,2
3725,1,2,C,Female,1.0,2
3726,1,2,C,Female,0.67,2
3727,1,2,C,Female,0.33,1
3728,1,2,C,Female,0.0,1
3729,1,2,C,Male,0.67,1
3730,1,2,D,Female,0.67,2
3731,1,2,D,Male,0.67,0
3732,1,2,D,Female,0.67,2
3733,1,2,D,Male,0.67,2
3734,1,2,D,Male,0.67,3
3735,1,2,D,Female,0.67,2
3736,1,2,D,Female,0.67,2
3737,1,2,D,Male,0.67,1
3738,1,2,D,Female,1.0,2
3739,1,2,D,Male,0.67,1
3740,1,2,D,Male,0.33,3
3741,1,2,D,Male,0.67,0
3742,1,2,D,Female,1.0,2
3743,1,2,D,Female,0.67,0
3744,1,2,D,Female,1.0,1
3745,1,2,D,Male,1.0,2
3747,1,2,D,Male,0.67,2
3748,1,2,D,Male,1.0,2
3749,1,2,D,Male,1.0,0
3751,1,2,D,Male,0.67,2
3752,1,2,D,Female,0.33,2
3753,1,2,D,Female,0.67,2
3754,1,2,D,Male,0.67,2
3755,1,2,D,Male,1.0,3
3757,1,2,D,Male,0.67,2
3759,1,2,D,Female,0.67,2
3761,1,2,E,Female,0.67,2
3763,1,2,E,Female,0.67,1
3764,1,2,E,Male,0.67,1
3765,1,2,E,Female,0.67,2
3766,1,2,E,Male,1.0,1
3767,1,2,E,Female,0.67,1
3768,1,2,E,Female,0.67,1
3769,1,2,E,Female,0.67,2
3772,1,2,E,Female,0.67,0
3774,1,2,E,Female,0.33,2
3775,1,2,E,Female,0.67,1
3776,1,2,E,Female,0.67,1
3777,1,2,E,Male,0.67,0
3778,1,2,E,Female,0.67,2
3780,1,2,E,Male,0.67,2
3781,1,2,E,Male,0.67,1
3783,1,2,E,Male,0.67,2
3784,1,2,E,Male,0.67,1
3785,1,2,E,Female,0.67,2
3786,1,2,E,Female,0.67,3
3787,1,2,E,Male,1.0,2
3788,1,2,E,Male,1.0,2
3789,1,2,E,Female,0.67,0
3790,1,2,E,Male,0.67,1
