ID,Curso,Grupo,Sexo,prosocial,crttotal
988,1,A,Female,1,3.0
989,1,A,Female,1,2.0
990,1,A,Male,1,3.0
991,1,A,Female,0.666666666666667,2.0
992,1,A,Female,1,3.0
1003,1,B,Male,0.666666666666667,2.0
1004,1,B,Male,1,3.0
1005,1,B,Female,0.666666666666667,2.0
1006,1,B,Male,1,3.0
1007,1,B,Male,1,3.0
1008,1,B,Male,0.666666666666667,3.0
1009,1,B,Male,0.666666666666667,3.0
1010,1,B,Male,1,2.0
1011,1,B,Female,1,3.0
1012,1,B,Female,0.666666666666667,2.0
1013,1,B,Female,1,3.0
1014,1,B,Female,1,1.0
1015,1,B,Female,0.666666666666667,3.0
1016,1,B,Female,1,3.0
1017,1,B,Male,0.666666666666667,1.0
1018,1,B,Male,1,3.0
1019,1,B,Female,1,0.0
1020,1,B,Male,1,3.0
1021,1,B,Male,1,3.0
1022,1,B,Male,0.666666666666667,3.0
1023,1,B,Male,0.666666666666667,3.0
993,1,B,Female,1,3.0
994,1,B,Female,0.666666666666667,2.0
995,1,B,Male,1,1.0
996,1,B,Male,0,3.0
997,1,B,Female,0.666666666666667,3.0
998,1,B,Female,1,2.0
999,1,B,Male,1,3.0
1000,1,B,Male,0.666666666666667,3.0
1001,1,B,Female,1,3.0
1002,1,B,Female,0.666666666666667,3.0
1035,1,C,Male,1,2.0
1032,1,C,Male,1,2.0
1024,1,C,Male,0.666666666666667,2.0
1025,1,C,Female,0.666666666666667,3.0
1026,1,C,Male,1,2.0
1027,1,C,Female,0.666666666666667,3.0
1028,1,C,Male,1,3.0
1029,1,C,Female,1,3.0
1030,1,C,Male,0.666666666666667,3.0
1031,1,C,Female,0.666666666666667,3.0
1047,1,C,Female,0.666666666666667,3.0
1048,1,C,Male,1,3.0
1049,1,C,Male,0.333333333333333,1.0
1050,1,C,Male,0.333333333333333,2.0
1051,1,C,Male,0.666666666666667,2.0
1052,1,C,Male,0.666666666666667,3.0
1053,1,C,Male,0.666666666666667,2.0
1054,1,C,Male,1,3.0
1055,1,C,Female,1,3.0
1042,1,C,Female,1,3.0
1043,1,C,Male,1,2.0
1033,1,C,Male,1,3.0
1034,1,C,Male,0.666666666666667,3.0
1036,1,C,Female,1,3.0
1037,1,C,Male,1,3.0
1038,1,C,Female,1,3.0
1039,1,C,Male,0.666666666666667,2.0
1040,1,C,Female,1,3.0
1041,1,C,Female,0.666666666666667,3.0
1044,1,C,Male,0.666666666666667,3.0
1045,1,C,Male,1,3.0
1046,1,C,Male,0.666666666666667,0.0
1081,1,D,Female,0.666666666666667,3.0
1056,1,D,Female,0.666666666666667,2.0
1057,1,D,Male,1,0.0
1058,1,D,Male,1,2.0
1059,1,D,Female,1,3.0
1060,1,D,Male,0.333333333333333,2.0
1061,1,D,Female,1,2.0
1062,1,D,Male,1,2.0
1063,1,D,Male,0.333333333333333,2.0
1064,1,D,Male,0.666666666666667,2.0
1065,1,D,Female,0.666666666666667,3.0
1066,1,D,Male,0.666666666666667,2.0
1067,1,D,Male,1,2.0
1068,1,D,Female,0.666666666666667,1.0
1069,1,D,Male,0.666666666666667,3.0
1070,1,D,Male,1,2.0
1071,1,D,Male,0.666666666666667,3.0
1072,1,D,Male,0,2.0
1073,1,D,Male,1,3.0
1074,1,D,Female,0.666666666666667,3.0
1075,1,D,Female,1,3.0
1076,1,D,Female,0.666666666666667,1.0
1077,1,D,Female,0.666666666666667,3.0
1078,1,D,Male,1,3.0
1079,1,D,Male,0.666666666666667,3.0
1080,1,D,Female,1,3.0
1082,1,D,Female,0.666666666666667,2.0
1083,1,D,Male,1,2.0
1084,1,D,Male,0.666666666666667,2.0
1085,1,D,Female,1,0.0
1086,1,D,Male,1,3.0
1219,2,A,Female,0.666666666666667,3.0
1220,2,A,Male,0.666666666666667,2.0
1221,2,A,Male,1,1.0
1222,2,A,Female,1,2.0
1223,2,A,Female,1,3.0
1224,2,A,Male,1,3.0
1225,2,A,Female,1,3.0
1226,2,A,Male,1,2.0
1227,2,A,Female,0.666666666666667,2.0
1228,2,A,Male,0.666666666666667,2.0
1229,2,A,Male,1,2.0
1230,2,A,Male,0,2.0
1231,2,A,Male,0.666666666666667,3.0
1232,2,A,Male,1,2.0
1233,2,A,Female,0.333333333333333,2.0
1234,2,A,Female,1,0.0
1235,2,A,Female,1,3.0
1236,2,A,Male,1,0.0
1237,2,A,Male,0.333333333333333,3.0
1238,2,A,Female,0.666666666666667,3.0
1239,2,A,Female,1,1.0
1240,2,A,Male,1,3.0
1241,2,A,Female,0.666666666666667,2.0
1242,2,A,Male,1,2.0
1243,2,A,Male,0,3.0
1244,2,A,Female,1,3.0
1245,2,A,Female,0.666666666666667,3.0
1246,2,A,Female,1,3.0
1215,2,A,Male,0.666666666666667,3.0
1216,2,A,Male,1,0.0
1217,2,A,Female,0.666666666666667,2.0
1218,2,A,Male,1,2.0
1247,2,A,Female,1,0.0
1263,2,B,Female,0.666666666666667,1.0
1264,2,B,Male,0.666666666666667,3.0
1265,2,B,Female,1,0.0
1266,2,B,Female,0.666666666666667,2.0
1267,2,B,Female,1,3.0
1268,2,B,Female,0.666666666666667,3.0
1269,2,B,Female,0.666666666666667,0.0
1270,2,B,Female,1,3.0
1271,2,B,Male,0.666666666666667,3.0
1272,2,B,Male,1,0.0
1273,2,B,Male,1,2.0
1274,2,B,Male,0.666666666666667,3.0
1275,2,B,Male,1,3.0
1276,2,B,Male,1,3.0
1277,2,B,Female,0.666666666666667,3.0
1278,2,B,Female,0.666666666666667,3.0
1279,2,B,Male,1,3.0
1280,2,B,Male,0.666666666666667,3.0
1248,2,B,Female,1,3.0
1249,2,B,Female,0.666666666666667,2.0
1250,2,B,Female,0.333333333333333,3.0
1251,2,B,Female,1,0.0
1252,2,B,Male,0.666666666666667,2.0
1253,2,B,Male,0.666666666666667,3.0
1254,2,B,Male,1,1.0
1255,2,B,Male,1,2.0
1256,2,B,Female,0.666666666666667,3.0
1257,2,B,Male,1,3.0
1258,2,B,Male,0.666666666666667,2.0
1259,2,B,Male,0.333333333333333,3.0
1260,2,B,Male,1,2.0
1261,2,B,Male,0.666666666666667,3.0
1262,2,B,Male,1,0.0
1295,2,C,Female,1,3.0
1302,2,C,Female,1,3.0
1306,2,C,Female,1,3.0
1281,2,C,Female,0.666666666666667,3.0
1282,2,C,Female,1,3.0
1283,2,C,Male,1,2.0
1284,2,C,Female,1,3.0
1285,2,C,Male,0.333333333333333,2.0
1286,2,C,Female,1,3.0
1287,2,C,Female,1,3.0
1288,2,C,Female,1,2.0
1307,2,C,Male,1,0.0
1308,2,C,Male,1,3.0
1309,2,C,Female,1,3.0
1310,2,C,Male,0.666666666666667,3.0
1311,2,C,Female,0.333333333333333,3.0
1312,2,C,Male,1,3.0
1289,2,C,Female,0.666666666666667,3.0
1290,2,C,Male,1,2.0
1291,2,C,Male,1,3.0
1292,2,C,Female,0.666666666666667,3.0
1293,2,C,Male,0.666666666666667,2.0
1294,2,C,Male,1,2.0
1296,2,C,Female,1,2.0
1297,2,C,Male,1,2.0
1298,2,C,Male,0.666666666666667,2.0
1299,2,C,Female,0.666666666666667,2.0
1300,2,C,Male,0.666666666666667,2.0
1301,2,C,Female,0.666666666666667,3.0
1303,2,C,Female,0.666666666666667,3.0
1304,2,C,Female,0.666666666666667,3.0
1305,2,C,Female,1,3.0
1313,2,D,Female,1,1.0
1314,2,D,Male,1,2.0
1315,2,D,Male,1,3.0
1316,2,D,Male,1,3.0
1317,2,D,Female,0.333333333333333,3.0
1318,2,D,Female,0.666666666666667,0.0
1319,2,D,Male,1,1.0
1320,2,D,Female,0.666666666666667,2.0
1321,2,D,Male,0.333333333333333,2.0
1322,2,D,Female,0.333333333333333,2.0
1323,2,D,Male,0.666666666666667,3.0
1324,2,D,Male,1,2.0
1325,2,D,Male,0.666666666666667,2.0
1326,2,D,Female,1,2.0
1327,2,D,Female,0.666666666666667,1.0
1328,2,D,Female,1,3.0
1329,2,D,Female,1,2.0
1330,2,D,Male,0.666666666666667,2.0
1331,2,D,Male,0.666666666666667,1.0
1332,2,D,Female,1,0.0
1333,2,D,Male,1,0.0
1334,2,D,Female,1,2.0
1335,2,D,Male,1,2.0
1336,2,D,Female,0.666666666666667,3.0
1337,2,D,Female,1,2.0
1338,2,D,Female,0.333333333333333,3.0
1339,2,D,Male,0,2.0
1340,2,D,Male,0.666666666666667,3.0
1341,2,D,Male,1,0.0
1342,2,D,Male,1,3.0
1343,2,D,Female,1,3.0
1498,3,A,Female,0.666666666666667,2.0
1351,3,A,Female,1,2.0
1352,3,A,Male,0.666666666666667,3.0
1353,3,A,Male,1,2.0
1354,3,A,Male,0.666666666666667,2.0
1355,3,A,Female,0.666666666666667,3.0
1356,3,A,Male,1,2.0
1357,3,A,Female,0.666666666666667,3.0
1358,3,A,Male,1,2.0
1359,3,A,Female,0.666666666666667,2.0
1360,3,A,Female,0.666666666666667,2.0
1361,3,A,Female,1,2.0
1362,3,A,Male,0.666666666666667,3.0
1363,3,A,Male,1,3.0
1364,3,A,Female,0.666666666666667,3.0
1365,3,A,Male,1,1.0
1366,3,A,Male,1,3.0
1367,3,A,Male,1,1.0
1368,3,A,Female,1,0.0
1369,3,A,Female,1,3.0
1370,3,A,Female,0.666666666666667,3.0
1371,3,A,Female,0.666666666666667,2.0
1372,3,A,Female,1,3.0
1373,3,A,Female,0.666666666666667,1.0
1374,3,A,Male,1,2.0
1344,3,A,Male,1,2.0
1345,3,A,Female,1,0.0
1346,3,A,Male,1,2.0
1347,3,A,Female,1,2.0
1348,3,A,Male,1,2.0
1349,3,A,Female,0.666666666666667,3.0
1350,3,A,Female,1,3.0
1375,3,B,Female,1,1.0
1376,3,B,Female,1,1.0
1377,3,B,Male,1,3.0
1378,3,B,Female,1,2.0
1395,3,B,Female,0.666666666666667,2.0
1396,3,B,Female,0.666666666666667,1.0
1397,3,B,Male,1,0.0
1398,3,B,Male,0.666666666666667,2.0
1399,3,B,Male,1,1.0
1400,3,B,Male,1,0.0
1401,3,B,Female,0.666666666666667,3.0
1402,3,B,Female,0.666666666666667,3.0
1403,3,B,Female,1,0.0
1404,3,B,Male,0.666666666666667,3.0
1379,3,B,Female,0.666666666666667,3.0
1380,3,B,Female,0.666666666666667,1.0
1381,3,B,Female,0.666666666666667,3.0
1382,3,B,Male,0.666666666666667,2.0
1383,3,B,Male,0.666666666666667,2.0
1384,3,B,Male,0.666666666666667,1.0
1385,3,B,Female,0.666666666666667,1.0
1386,3,B,Female,0.666666666666667,3.0
1387,3,B,Male,0.666666666666667,2.0
1388,3,B,Female,1,3.0
1389,3,B,Male,1,3.0
1390,3,B,Female,0.666666666666667,3.0
1391,3,B,Female,0.666666666666667,3.0
1392,3,B,Female,1,3.0
1393,3,B,Male,0.666666666666667,1.0
1394,3,B,Male,1,1.0
1405,3,C,Female,0.666666666666667,2.0
1406,3,C,Male,1,3.0
1407,3,C,Female,1,3.0
1408,3,C,Male,0.666666666666667,3.0
1409,3,C,Female,0.666666666666667,3.0
1410,3,C,Female,0.666666666666667,2.0
1411,3,C,Male,1,3.0
1412,3,C,Male,1,2.0
1413,3,C,Male,0.666666666666667,3.0
1414,3,C,Male,0.666666666666667,2.0
1415,3,C,Male,1,2.0
1416,3,C,Male,1,3.0
1417,3,C,Male,1,3.0
1418,3,C,Female,0.666666666666667,3.0
1419,3,C,Male,1,3.0
1420,3,C,Female,1,2.0
1421,3,C,Female,1,3.0
1422,3,C,Female,1,3.0
1423,3,C,Female,0.666666666666667,3.0
1424,3,C,Male,1,3.0
1425,3,C,Male,0,2.0
1426,3,C,Female,0.666666666666667,1.0
1427,3,C,Female,1,3.0
1428,3,C,Male,0.666666666666667,3.0
1429,3,C,Male,1,3.0
1430,3,C,Male,1,1.0
1431,3,C,Female,1,2.0
1432,3,C,Male,1,1.0
1433,3,C,Male,0.666666666666667,2.0
1434,3,C,Male,1,1.0
1435,3,C,Male,0.666666666666667,2.0
1439,3,D,Male,0,3.0
1440,3,D,Female,0.666666666666667,3.0
1441,3,D,Female,1,3.0
1442,3,D,Male,0.666666666666667,3.0
1443,3,D,Female,1,3.0
1444,3,D,Male,0,3.0
1445,3,D,Male,0.666666666666667,3.0
1446,3,D,Male,0.666666666666667,2.0
1447,3,D,Male,1,3.0
1448,3,D,Male,0.666666666666667,3.0
1449,3,D,Female,0.666666666666667,3.0
1450,3,D,Female,1,0.0
1451,3,D,Female,0.666666666666667,3.0
1452,3,D,Male,0.666666666666667,2.0
1453,3,D,Male,1,3.0
1454,3,D,Male,1,1.0
1455,3,D,Female,0.666666666666667,3.0
1456,3,D,Male,1,3.0
1457,3,D,Male,0.666666666666667,2.0
1458,3,D,Female,1,2.0
1459,3,D,Female,0,3.0
1460,3,D,Female,0.666666666666667,3.0
1461,3,D,Female,0.666666666666667,0.0
1462,3,D,Male,1,3.0
1463,3,D,Male,0.666666666666667,2.0
1464,3,D,Female,1,3.0
1465,3,D,Female,0.333333333333333,3.0
1466,3,D,Female,0.666666666666667,3.0
1436,3,D,Male,1,3.0
1437,3,D,Male,1,3.0
1438,3,D,Female,0.333333333333333,3.0
1467,3,E,Female,1,2.0
1468,3,E,Female,0.666666666666667,3.0
1469,3,E,Female,0.666666666666667,3.0
1470,3,E,Female,0,3.0
1471,3,E,Female,0.333333333333333,3.0
1472,3,E,Female,0.666666666666667,3.0
1473,3,E,Male,0.666666666666667,1.0
1474,3,E,Male,0.666666666666667,2.0
1475,3,E,Female,1,3.0
1476,3,E,Female,0.333333333333333,3.0
1477,3,E,Male,0.666666666666667,3.0
1478,3,E,Male,1,3.0
1479,3,E,Female,0.333333333333333,2.0
1480,3,E,Female,0.333333333333333,3.0
1481,3,E,Male,1,3.0
1482,3,E,Male,0.666666666666667,2.0
1483,3,E,Female,1,3.0
1484,3,E,Male,1,3.0
1485,3,E,Male,0.666666666666667,3.0
1486,3,E,Male,0.666666666666667,3.0
1487,3,E,Male,0.666666666666667,2.0
1488,3,E,Male,0.666666666666667,3.0
1489,3,E,Male,1,2.0
1490,3,E,Male,1,3.0
1491,3,E,Female,0.666666666666667,1.0
1492,3,E,Female,1,2.0
1493,3,E,Male,1,2.0
1494,3,E,Female,0.333333333333333,3.0
1495,3,E,Female,1,3.0
1496,3,E,Male,0.666666666666667,3.0
1497,3,E,Female,0.666666666666667,3.0
