ID,Colegio,Curso,Grupo,Sexo,prosocial,crttotal
2304,8,2,D,Male,0.67,2
2309,8,2,D,Male,0.67,1
2311,8,2,D,Male,0.67,0
2312,8,2,E,Female,0.67,2
2321,8,2,E,Female,0.67,2
2330,8,2,E,Female,1.0,2
2331,8,2,E,Male,0.67,1
2333,8,2,E,Female,0.67,1
2337,8,2,E,Female,0.67,2
2338,8,2,E,Female,0.67,2
2339,8,2,E,Female,0.0,1
2340,8,3,A,Female,1.0,2
2343,8,3,A,Female,0.33,2
2344,8,3,A,Female,0.33,1
2346,8,3,A,Male,0.67,2
2351,8,3,A,Female,1.0,0
2352,8,3,A,Female,1.0,2
2353,8,3,A,Male,0.67,1
2354,8,3,A,Male,1.0,1
2357,8,3,A,Male,0.67,2
2358,8,3,A,Male,1.0,2
2361,8,3,A,Female,0.33,2
2362,8,3,A,Female,1.0,1
2366,8,3,A,Male,0.33,2
2369,8,3,A,Male,0.67,1
2370,8,3,A,Female,1.0,1
2373,8,3,B,Female,0.67,2
2375,8,3,B,Female,0.67,2
2376,8,3,B,Male,0.33,1
2379,8,3,B,Female,0.67,2
2382,8,3,B,Female,0.67,2
2384,8,3,B,Female,0.67,2
2390,8,3,B,Female,0.67,2
2391,8,3,B,Male,1.0,1
2392,8,3,B,Male,0.67,1
2398,8,3,B,Male,0.67,1
2401,8,3,B,Female,0.67,0
2402,8,3,C,Female,0.0,2
2403,8,3,C,Female,0.67,0
2404,8,3,C,Male,0.33,2
2405,8,3,C,Male,0.67,2
2406,8,3,C,Female,0.67,1
2407,8,3,C,Male,0.67,1
2408,8,3,C,Female,0.33,1
2409,8,3,C,Female,0.33,1
2410,8,3,C,Female,0.67,2
2411,8,3,C,Male,1.0,2
2412,8,3,C,Female,0.33,2
2414,8,3,C,Female,0.33,2
2415,8,3,C,Female,1.0,2
2416,8,3,C,Male,0.67,2
2419,8,3,C,Female,0.67,2
2420,8,3,C,Female,0.33,1
2424,8,3,C,Female,1.0,0
2425,8,3,C,Female,1.0,2
2427,8,3,C,Female,0.67,2
2428,8,3,C,Male,0.67,2
2429,8,3,C,Female,0.67,2
2430,8,4,A,Female,0.67,2
2431,8,4,A,Male,1.0,1
2432,8,4,A,Female,0.67,2
2433,8,4,A,Female,0.67,2
2434,8,4,A,Female,0.67,1
2438,8,4,A,Male,1.0,2
2440,8,4,A,Female,1.0,2
2441,8,4,A,Male,1.0,2
2444,8,4,A,Female,0.67,2
2445,8,4,A,Male,0.67,1
2452,8,4,A,Male,1.0,1
2453,8,4,A,Male,1.0,2
2455,8,4,A,Male,0.0,2
2456,8,4,A,Male,1.0,2
2457,8,4,B,Female,0.33,2
2458,8,4,B,Female,0.67,2
2460,8,4,B,Female,0.67,0
2461,8,4,B,Female,0.67,1
2462,8,4,B,Female,0.67,2
2463,8,4,B,Female,1.0,1
2464,8,4,B,Male,1.0,3
2465,8,4,B,Male,1.0,0
2466,8,4,B,Male,1.0,0
2467,8,4,B,Male,0.67,2
2468,8,4,B,Male,1.0,0
2469,8,4,B,Female,0.67,2
2470,8,4,B,Male,0.67,3
2472,8,4,B,Female,0.33,2
2475,8,4,B,Male,0.67,3
2477,8,4,B,Female,0.67,2
2478,8,4,C,Female,0.67,2
2480,8,4,C,Female,1.0,1
2482,8,4,C,Female,0.67,1
2483,8,4,C,Male,0.0,1
2485,8,4,C,Female,0.67,0
2486,8,4,C,Male,1.0,1
2491,8,4,C,Female,0.67,1
2493,8,4,C,Female,0.67,0
2494,8,4,C,Female,0.67,1
2498,8,4,C,Female,0.67,2
2500,8,4,C,Female,0.67,0
2502,8,4,C,Female,0.33,0
2504,8,4,C,Male,0.67,0
